"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",""TIME"",""Value"",""Flag Codes"""
"BEL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",7.59298,"
"BEL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",8.039198,"
"BEL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",8.30694,"
"BEL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",8.306277,"
"BEL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",8.968933,"
"BEL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",9.649595,"
"BEL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",9.621381,"
"BEL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",9.944163,"
"BEL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",11.27499,"
"BEL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",12.26795,"
"BEL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",10.62873,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",1.023392,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",1.091703,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",2.196193,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",3.389831,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",3.600294,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",3.061224,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",3.717201,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",4.087591,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",4.382761,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",4.654545,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",4.720407,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",4.803493,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",5.137482,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",5.687545,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",6.661891,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",6.771204,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",7.730496,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",8.132957,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",7.5896,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",7.012623,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",6.857943,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",6.879777,"
"CAN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",6.796116,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",2.162162,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",2.066487,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",2.33813,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",3.063063,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",2.872531,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",2.765388,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",3.374778,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",4.085258,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",4.915103,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",5.798394,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",5.976807,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",6.613048,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",9.876543,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",11.09155,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",12.74165,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",14.16084,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",15.96859,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",17.1875,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",17.52577,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",17.23549,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",17.97274,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",15.09275,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",16.24579,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",0.5825243,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",0.5791506,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",0.9680542,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",1.453488,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",1.745878,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",1.744186,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",1.634615,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",1.833977,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",2.222222,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",2.989393,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",3.378378,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",3.094778,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",4.343629,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",4.798464,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",5.369128,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",6.685769,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",7.435653,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",8.190476,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",8.703879,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",8.909952,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",10.0189,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",10.11236,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",8.870214,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",0.8904375,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",0.9163693,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",1.333462,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",2.055459,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",2.230411,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",1.974448,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",1.948115,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",2.169511,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",2.487706,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",3.159619,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",3.691922,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",3.465204,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",4.37452,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",4.530683,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",5.797654,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",5.738172,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",6.962626,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",7.792331,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",7.785451,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",7.616082,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",8.119296,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",8.310766,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",9.138235,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",0.5548115,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",0.5644313,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",1.109093,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",1.243305,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",1.422978,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",1.479149,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",1.150299,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",1.865068,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",2.161645,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",2.621759,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",2.778574,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",2.75343,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",2.853881,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",3.633942,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",4.482269,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",4.82713,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",5.19774,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",5.839759,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",6.080827,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",5.913125,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",5.551915,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",6.200466,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",6.15013,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",1.045627,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",1.325758,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",1.702933,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",1.979265,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",2.54717,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",2.345216,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",3.770028,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",3.867924,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",4.064272,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",4.532578,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",5.238095,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",5.308057,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",4.891816,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",5.140187,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",7.255814,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",7.393715,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",7.911684,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",7.607699,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",7.538601,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",7.901907,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",9.990917,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",10.38844,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",10.04525,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",-1.96412,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",-1.268392,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",-1.63691,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",-0.2874938,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",0.1366552,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",1.028375,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",1.351097,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",1.878557,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",2.211804,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",3.413519,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",4.822838,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",5.114928,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",6.249706,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",7.214007,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",8.850036,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",10.17281,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",11.32933,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",12.09375,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",11.59072,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",11.40379,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",12.02402,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",9.06504,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",8.539313,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",2.7,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",3.1,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",3.7,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",5.1,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",5.1,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",5.3,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",4.6,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",4.9,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",5.5,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",6.5,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",7.4,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",7.4,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",7.9,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",8.3,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",8.5,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",9.5,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",10.7,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",11.7,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",13.7,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",15.6,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",20.1,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",21.1,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",22.5,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",4.29919,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",4.052501,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",4.336526,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",4.547324,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",4.443987,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",4.246248,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",4.262843,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",4.271329,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",4.351147,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",4.537301,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",4.843696,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",5.111876,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",5.684166,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",6.187761,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",6.66674,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",7.23057,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",7.589962,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",8.818589,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",9.929646,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",9.735205,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",9.338311,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",9.405343,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",9.332962,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",-0.1966568,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",-0.3910069,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",0,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",1.075269,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",1.669941,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",1.567091,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",2.158979,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",2.848723,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",3.747535,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",5.059524,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",5.341246,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",5.522683,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",5.024631,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",5.593719,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",6.718598,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",6.96325,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",7.826087,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",9.06461,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",9.12584,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",8.6915,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",8.174905,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",9.159584,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",8.920188,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",0.3887269,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",0.5836576,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",0.7774538,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",1.067961,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",1.264591,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",1.263363,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",1.94742,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",2.038835,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",2.541544,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",3.02439,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",3.710938,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",3.898635,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",4.840271,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",5.705996,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",6.460945,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",5.955812,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-05"",6.820365,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-06"",7.965451,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-07"",7.927412,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-08"",8.372978,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-09"",8.865586,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-10"",11.83712,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-11"",11.77024,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-01"",-0.7,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-02"",-0.5,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-03"",-0.4,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-04"",-1.1,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-05"",-0.8,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-06"",-0.5,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-07"",-0.3,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-08"",-0.4,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-09"",0.2,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-10"",0.1,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-11"",0.6,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2021-12"",0.8,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-01"",0.5,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-02"",0.9,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-03"",1.2,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""M"",""2022-04"",2.5,"
