"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",""TIME"",""Value"",""Flag Codes"""
"CZE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",11.23826,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",15.77571,"
"CZE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",17.57835,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",0.7099064,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",1.647819,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",1.896496,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",3.154168,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",4.838193,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",7.438016,"
"DNK,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",9.211356,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",1.046766,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",2.086698,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",2.201794,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",3.438865,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",4.902305,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",6.831414,"
"FIN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",7.840609,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",0.7428426,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",1.381902,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",1.72474,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",2.718014,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",3.658344,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",5.288945,"
"FRA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",5.848373,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",1.35861,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",2.290555,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",3.900598,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",5.025284,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",5.766833,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",7.638037,"
"DEU,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",8.477142,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",-1.623779,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",0.2910405,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",1.815497,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",4.448262,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",7.444375,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",11.20007,"
"GRC,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",11.67555,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",3.14978,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",5.193662,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",4.99132,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",7.083877,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",8.242579,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",10.58577,"
"HUN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",16.47375,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",4.229271,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",4.412033,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",4.295227,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",4.831192,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",6.18148,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",7.881452,"
"ISL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",9.666815,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",-0.1956309,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",1.436969,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",2.917076,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",5.308276,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",5.782424,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",7.95235,"
"IRL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",8.66242,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",0.5832793,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",1.198575,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",2.175325,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",3.544715,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",5.670103,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",6.914213,"
"ITA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",8.388942,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",-0.5333334,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",-0.8,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",-0.1666667,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",0.5,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",0.8666667,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",2.466667,"
"JPN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",2.866667,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",1.422432,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",2.487862,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",2.535268,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",3.546241,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",3.80674,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",5.407083,"
"KOR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",5.876436,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",1.254047,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",2.272584,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",2.478614,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",4.09536,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",5.425875,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",7.059655,"
"LUX,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",6.800391,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",3.987519,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",5.952112,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",5.79949,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",6.990496,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",7.268856,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",7.77426,"
"MEX,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",8.515936,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",1.752958,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",2.006024,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",2.165076,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",4.763375,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",7.444779,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",8.956133,"
"NLD,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",12.26299,"
"NZL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",1.520913,"
"NZL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",3.342885,"
"NZL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",4.933586,"
"NZL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",5.949008,"
"NZL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",6.928839,"
"NZL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",7.301294,"
"NZL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",7.233273,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",2.966737,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",2.829908,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",3.488028,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",4.638109,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",3.812573,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",5.822711,"
"NOR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",6.740931,"
"POL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",2.733333,"
"POL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",4.466667,"
"POL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",5.466667,"
"POL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",7.733333,"
"POL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",9.633333,"
"POL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",13.93333,"
"POL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",16.3,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",0.4124616,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",0.7671499,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",1.493531,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",2.385597,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",4.291844,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",7.977902,"
"PRT,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",9.095865,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",0.9824296,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",2.225995,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",3.883861,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",5.498023,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",9.272217,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",12.51153,"
"SVK,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",13.95644,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",0.5931606,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",2.559851,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",3.397224,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",5.81176,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",7.860806,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",9.099065,"
"ESP,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",10.05941,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",1.542149,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",1.799632,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",1.981402,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",3.318826,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",4.650614,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",7.436958,"
"SWE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",9.723245,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",-0.4310983,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",0.49446,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",0.8342547,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",1.435084,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",2.062541,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",2.958964,"
"CHE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",3.379309,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",15.59347,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",17.08753,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",19.26423,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",25.84839,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",54.79904,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",74.06995,"
"TUR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",81.10273,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",0.9,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",2.1,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",2.7,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",4.4,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",5.5,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",7.9,"
"GBR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",8.7,"
"USA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",1.898514,"
"USA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",4.848945,"
"USA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",5.335693,"
"USA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",6.689106,"
"USA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",7.966707,"
"USA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",8.635612,"
"USA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",8.329475,"
"BRA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",5.285479,"
"BRA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",7.720136,"
"BRA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",9.642137,"
"BRA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",10.48824,"
"BRA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",10.74359,"
"BRA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",11.91593,"
"BRA,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",8.64537,"
"CHL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",2.948951,"
"CHL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",3.592073,"
"CHL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",4.887313,"
"CHL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",6.632462,"
"CHL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",8.308844,"
"CHL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",11.51853,"
"CHL,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",13.64679,"
"CHN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",-0.1089662,"
"CHN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",1.268126,"
"CHN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",1.000762,"
"CHN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",1.782459,"
"CHN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",1.153593,"
"CHN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",2.25539,"
"CHN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",2.651641,"
"EST,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",0.655533,"
"EST,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",3.084671,"
"EST,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",5.548609,"
"EST,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",9.337728,"
"EST,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",12.8392,"
"EST,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",20.24427,"
"EST,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",23.76754,"
"IND,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",4.435952,"
"IND,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",5.325812,"
"IND,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",4.824363,"
"IND,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",4.969291,"
"IND,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",5.409193,"
"IND,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",6.484548,"
"IND,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",6.041723,"
"IDN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",1.431666,"
"IDN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",1.477457,"
"IDN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",1.569749,"
"IDN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",1.760552,"
"IDN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",2.2913,"
"IDN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",3.791721,"
"IDN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",5.193343,"
"ISR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",-0.06655574,"
"ISR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",1.335114,"
"ISR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",2.202937,"
"ISR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",2.501668,"
"ISR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",3.363303,"
"ISR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",4.183136,"
"ISR,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",4.800784,"
"RUS,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",5.548501,"
"RUS,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",6.016016,"
"RUS,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",6.856453,"
"RUS,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",8.311345,"
"RUS,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",11.55004,"
"SVN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",-0.5351852,"
"SVN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",1.870889,"
"SVN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",2.168339,"
"SVN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",4.161228,"
"SVN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",6.005188,"
"SVN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",8.505704,"
"SVN,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",10.66737,"
"ZAF,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",3.097983,"
"ZAF,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",4.947635,"
"ZAF,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",4.939588,"
"ZAF,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",5.441696,"
"ZAF,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",5.83508,"
"ZAF,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",6.675843,"
"ZAF,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",7.924145,"
"OECD,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",1.906972,"
"OECD,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",3.749008,"
"OECD,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",4.404626,"
"OECD,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",5.892181,"
"OECD,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",7.911065,"
"OECD,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",9.711102,"
"OECD,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",10.35102,"
"OECDE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",2.304058,"
"OECDE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",3.370536,"
"OECDE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",4.361223,"
"OECDE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q4"",6.411204,"
"OECDE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q1"",10.07873,"
"OECDE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q2"",13.47199,"
"OECDE,""CPI"",""TOT"",""AGRWTH"",""Q"",""2022-Q3"",15.25912,"
"G-7,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q1"",1.36596,"
"G-7,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q2"",3.362473,"
"G-7,""CPI"",""TOT"",""AGRWTH"",""Q"",""2021-Q3"",4.012456,"
